Unnamed: 0,CCNB1,ZWINT,PBK,GJB3,CBLC,KPNA2,HOXC13,ATAD2,HOXA10,IQANK1,RHOV,PRKCE,ALDH3B2,LMO7,AKR1B15,ARNTL2,HECW2,FAM83A,TGFBR2,GPT2,PYCR1,SLC9A3R2,RBMS2,BOP1,MYRF,RPS6KA2,PREX2,PPP1R14B,H2AFX,GSDMC,SLC1A1,LIMCH1,GADD45B,UTRN,TMEM100,CD55,TSKU,GPD1L,CITED2,PTPRM,KLK6,ALDH3B1,RECK,MYEOV,CASP14,RHOBTB2,ATP11A,SLC7A11,SYT12,LRRK2,TSPAN4,NCCRP1,DDX11,TMEM125,EEF1A2,C1QTNF6,PLEK2,FBXO32,ARHGAP29,NTN4,CYP24A1,STEAP1,PAX3,C2,DDAH1,KCNQ5,HIST1H2BD,TREM1,FOLR1,LEFTY2,RND1,STEAP4,SEMA3B,MDFI,TBX18,ENPP4,AKAP12,OLFM4,INHA,B3GNT3,LPCAT1,NR4A2,ULBP2,TNNT1,MLPH,COBL,ECEL1,SFTA2,PTGES,ADAMTSL4,SERTM1,B3GNT7,PRDM16,SLC16A4,EPHB2,KLHDC7B,SELE,ABCC2,KRT80,C15orf48,PROK2,RORC,GREM2,HOXA9,TMC5,SLC44A4,CAPN8,ELAVL2,PAEP,MAEL,TFF1,SMOC1,MAPK4,S100P
TCGA-60-2723-01,6376,3421,1580,1082,131,18385,32,4556,276,2638,1819,726,1398,4191,226,4326,424,1003,4142,3302,8548,1441,1735,7343,60,1570,48,4685,5365,2423,285,4990,1563,6022,90,5521,7386,822,4418,696,3,580,432,198,0,810,1160,10934,87,1735,1774,82,1225,683,45,1714,283,5781,2293,966,414,1861,2,1779,1411,662,711,2058,1157,3,345,750,376,1019,558,489,1610,172,25,488,4765,363,641,34,689,367,110,366,915,298,18,562,181,297,856,676,51,605,626,635,12,675,198,5,895,1025,359,45,663,4,34,25,7,256
TCGA-60-2724-01,4804,2963,1170,4761,2410,15569,115,3708,537,6559,2388,910,495,2107,3181,4605,513,10881,24742,2303,3339,1643,3206,13633,371,516,173,5636,3262,1643,301,333,1069,1497,33,3680,6589,1497,752,1218,81,408,505,20,282,634,1972,585,147,233,1670,967,1367,124,1535,4798,5511,1826,834,1139,18219,2027,27,300,1808,433,641,1985,134,69,11,338,2127,4499,513,220,852,42,21,3114,10826,191,1147,1743,130,17,5,2335,3070,1114,4,584,67,147,5359,3218,47,297,4201,467,147,343,41,29,23,1129,1,2,34,0,36,2,3,1398
TCGA-60-2725-01,3270,2454,924,1873,1413,9196,207,2526,195,1866,1542,1299,2758,4932,12,6844,738,697,6093,1398,1836,1886,2114,2065,555,1991,237,2905,2346,74,679,2327,5239,4122,554,5521,2663,1200,4965,2140,121,1692,480,374,2,1461,3072,466,54,5024,2520,3739,1306,1620,40,1354,1087,1871,1871,1809,1176,1063,124,1126,1753,156,416,2752,2011,8,1307,2496,592,1249,84,2092,2901,81,1,767,11646,1033,779,276,1572,337,22,1042,2236,892,22,808,129,588,1362,2676,927,27,5105,1416,67,342,40,27,1093,1462,403,34,1,4,6,72,54,988
TCGA-63-5128-01,2395,1082,877,2746,3212,8199,158,3459,462,4462,3213,255,7170,2612,181,9304,339,1641,1426,727,1251,730,1268,3251,175,1101,99,3527,2496,442,314,1498,2111,2431,14,2687,4933,724,3082,1937,1,201,293,21,5,634,2658,2176,28,3729,618,210,2677,311,6407,1094,488,3073,587,335,38,1220,1,497,627,395,669,2840,439,1,221,360,245,1086,826,144,998,1043,58,83,6467,642,466,2084,718,126,40,300,1546,215,6,256,480,96,944,87,63,47,2278,192,7,272,14,16,294,373,163,1,26,1,17,11,11,26
TCGA-63-5131-01,3865,4202,761,1092,719,19479,12,3212,11,6581,4833,932,8560,2503,196,2101,735,1923,3054,8133,2316,1456,2125,4051,602,817,264,4075,3913,520,742,635,2592,4284,161,3479,6420,3158,9285,954,1,476,186,12,1895,590,2454,1106,48,1004,871,84,914,716,17,828,350,3155,5093,1165,176,733,540,443,674,10,1966,505,215,19,365,775,116,1140,125,2224,896,14,23,1650,5086,256,120,48,790,67,15,249,1308,207,22,1164,43,309,209,198,480,39,690,737,30,62,18,16,1390,2898,125,2,3,2,3,13,11,1065
TCGA-63-6202-01,6763,4028,591,765,2226,20974,1,7403,7,3269,334,908,53,5325,4,1804,1668,42172,13569,3781,19502,5799,3480,14030,841,11377,209,11211,8503,163,885,6254,5476,5648,343,4432,3396,3293,6214,1448,7,2573,746,1307,2,5967,14015,566,1583,1531,3664,189,1222,1914,20409,1974,942,6302,2358,1358,1850,1115,1,992,4647,1124,1063,4021,997,1,1610,9048,308,2526,3,594,1601,8,45,2651,41749,634,135,4205,644,2311,69,6842,1544,2238,15,3153,63,190,2954,667,56,60,4554,1539,23,5158,15,11,1430,344,593,2,1779,2,8,43,3,1019
TCGA-63-7020-01,1848,1516,939,2606,2747,3493,207,3279,253,4250,2309,549,2648,2835,15,5236,453,4558,5241,1021,355,1859,1415,3411,505,1118,79,3756,2512,1036,175,972,1258,3005,98,3101,6059,1616,2161,808,13,1018,148,274,78,1981,2150,495,770,1644,927,1111,2976,983,2660,625,1134,3972,914,2525,2877,1126,3,2144,1239,108,1061,505,925,2,260,990,574,1180,181,288,1979,55,44,1224,4855,526,585,1500,3544,494,14,349,682,909,92,2512,148,156,3241,579,221,54,1402,113,3,366,47,5,2507,2210,693,2,8,4,13,9,48,5786
TCGA-63-7021-01,2460,2126,361,2684,1724,6485,740,3165,120,5724,4137,357,3258,1787,2439,10348,409,7339,1954,4026,1507,1271,959,6460,126,1614,131,4211,1740,4859,624,1341,1233,4565,23,5998,6019,794,930,874,347,442,346,228,3,580,1444,1358,99,671,1059,2812,987,349,245,1843,430,2624,417,252,906,1214,0,886,280,54,508,466,231,0,460,506,187,1694,270,423,449,15,25,341,3199,811,3051,1245,555,1149,21,92,817,630,1,220,30,81,741,287,126,60,8947,299,11,106,19,9,121,303,124,2,56,0,2,19,6,244
TCGA-63-7022-01,749,1889,160,670,1023,5277,24,1276,107,1014,483,852,601,1740,9,2365,922,907,7598,1190,3382,2209,2348,2373,134,3113,245,2486,1476,192,226,1130,2618,3258,100,2682,6647,754,2141,1742,80,986,1021,56,6,1055,2194,418,81,720,2649,580,430,207,47,2115,415,5335,806,481,32,595,1,1371,755,116,492,1048,149,2,82,539,425,1068,19,488,1752,0,30,261,3361,251,242,280,316,85,29,59,990,956,17,617,84,265,1021,1089,82,20,886,157,5,89,21,15,527,414,74,1,46,7,2,72,20,232
TCGA-63-A5M9-01,5857,5536,1624,230,2528,14249,213,4579,601,4723,1567,1101,792,2966,48,3016,363,46,3900,3731,4860,1081,2509,3521,312,1881,117,1813,3611,338,237,13270,1958,5130,252,3768,8295,660,1964,1389,118,328,643,36,2,747,2192,14749,31,1391,928,45,3985,342,1649,1328,459,1762,912,1299,61,1969,748,633,1401,361,2780,331,283,3,122,273,273,222,1151,554,999,92,16,411,3563,456,230,1050,422,217,256,184,494,305,162,259,41,104,772,132,70,3323,138,105,5,77,99,53,246,162,256,3,12,0,2,333,34,251
TCGA-63-A5MB-01,3977,3889,2520,476,2525,10440,354,5571,193,4487,844,912,4520,3083,455,7913,565,60,1808,8780,4457,1127,1590,3838,561,2361,116,2136,4935,624,85,4932,2172,4262,156,3189,6701,1000,1380,2017,166,524,567,26,2,1064,3697,7691,175,1755,882,55,3738,716,6702,1064,170,1595,818,693,48,586,9,752,574,181,163,464,596,9,1023,553,605,2944,2011,2165,1396,5,149,974,5316,942,280,960,941,334,281,395,287,328,8,401,891,138,715,471,112,221,4129,110,2,135,41,73,236,229,246,2,4,3,1,4823,83,286
TCGA-63-A5MG-01,1890,1042,638,2121,2354,3081,154,2389,149,3687,4472,354,1034,3034,112,5907,687,21737,3189,1335,1528,2872,1403,5773,538,2508,151,3328,1574,2360,307,871,1200,2064,85,8353,4336,1232,1641,865,243,501,220,50,8,829,1009,291,193,606,1055,3773,1467,390,42,1076,1462,4411,452,953,1429,2383,7,476,430,211,317,275,354,38,335,2241,384,1651,8,211,1085,17,24,962,5814,862,746,1868,404,53,12,136,3520,2605,0,1556,67,110,1118,119,79,46,2236,1953,11,181,12,32,2175,1980,568,29,97,8,191,25,31,6920
TCGA-63-A5MH-01,3317,3052,2184,2067,1190,10950,428,3681,443,1387,376,417,892,4366,66,4493,275,2147,1106,2605,1540,695,2207,2784,417,90,43,2658,1794,86,460,1178,1040,1600,3,1520,3765,584,2274,421,10,129,284,108,33,1996,2374,773,45,89,820,71,2379,76,19,2043,720,4491,587,1046,100,507,4,162,969,861,110,532,519,0,136,90,2199,5784,888,770,647,64,41,26,7731,302,901,765,139,11,503,1,1874,209,4,258,14,155,1591,10598,2994,41,2066,253,8,63,10,106,62,179,71,0,1,1,0,2265,10,1019
TCGA-63-A5MI-01,3941,2592,890,673,1758,24620,5,5110,354,5103,1331,660,901,4173,6,2017,676,957,2751,2787,3954,1024,1516,6262,194,860,66,4704,4099,969,702,551,546,2057,33,1417,9191,2078,2247,845,2,267,98,12,2,827,865,614,82,2136,552,105,1981,308,7,1307,741,2563,1115,489,493,826,17,490,1984,415,253,152,423,10,49,884,271,726,168,483,726,76,22,248,3851,421,125,37,686,352,11,226,707,121,11,89,76,80,1187,87,20,135,422,87,2,198,8,71,560,448,523,0,60,2,33,7,6,860
TCGA-63-A5MJ-01,6189,4576,2008,3004,5770,23756,612,7594,335,3972,5971,1995,7019,2234,331,7361,799,1391,2919,3895,5206,2620,1843,5223,150,1192,210,5730,9240,1052,208,410,5308,5412,8,5527,7241,1599,2583,1887,1212,359,1141,292,23,405,2746,10025,122,256,1476,110,3356,6,1526,3826,229,6505,733,1639,41,3109,7,889,457,484,954,417,2,0,299,306,206,783,500,261,1095,0,37,11,5264,1051,213,1257,56,61,66,1,1028,271,194,273,234,172,2939,817,427,708,1008,154,3,4,20,37,22,135,2,12,7,1,0,462,48,16
TCGA-63-A5ML-01,3022,2553,926,360,444,9661,70,3574,302,1846,435,526,688,2182,155,1974,428,165,2894,1974,472,706,1656,1767,182,857,99,901,2946,761,30,1902,638,4259,189,3090,8206,1020,691,1230,31,624,400,9,1,454,2508,10815,196,826,618,34,2446,372,98,2440,240,2109,1157,1296,32,348,3,525,549,112,108,130,162,1,29,157,886,1321,907,489,1002,218,182,183,5068,148,84,824,589,651,985,33,428,570,72,775,511,121,1919,167,10,77,1257,49,0,91,13,95,290,140,186,2,2,20,2,2361,145,19
TCGA-63-A5MM-01,4759,3860,569,6600,1306,6516,3,2325,7,1461,5354,621,767,5608,29,5803,605,13645,4652,491,1179,4417,4077,4275,143,2118,229,6855,4298,2052,59,422,7333,2861,125,4557,5106,455,3048,3278,140,693,472,6221,0,694,3071,1832,876,536,6156,121,1863,80,612,2864,6934,5528,2993,1193,1175,1377,0,977,948,442,545,2089,16,7,204,888,1821,4362,162,236,9288,325,20,6036,4461,1289,1207,1317,4420,76,175,6,5323,1904,1,318,23,540,1866,342,1421,70,390,288,10,1263,11,3,283,54,572,29,121,3,62,78,6,9981
TCGA-63-A5MP-01,5653,6985,1126,5490,3554,13319,497,5382,814,7242,10805,2177,5333,6034,1362,46449,1510,404,6861,2968,7737,1823,2746,7715,420,3213,1289,7412,7000,3115,704,3966,3910,11135,740,6624,7791,3477,4103,2529,29,863,750,394,0,2015,6200,7318,27,5362,1863,734,3800,1129,10,1522,434,5530,1488,1274,4071,4069,0,1403,2879,862,354,494,1044,29,720,2422,369,1691,1163,1480,1376,28,47,545,10891,578,1440,1944,1240,269,41,789,1042,604,269,382,173,276,1986,892,88,100,1179,429,16,367,32,62,889,729,1391,274,9,13,23,46,130,69
TCGA-63-A5MR-01,4755,2666,1378,6450,4512,8712,577,4498,192,3153,3784,507,1806,1746,174,12222,127,18614,2404,1525,902,1333,1514,5529,548,1151,29,4659,2521,2111,124,451,824,1389,32,2461,6732,381,649,729,281,262,221,309,4,843,1492,239,485,478,914,3087,3250,94,91,991,4574,2977,352,919,4257,2499,7,389,131,191,582,1271,97,1,300,1429,612,3703,945,153,372,20,78,537,4437,2310,770,4538,275,64,5,29,3174,938,1,863,29,56,1188,2860,76,18,1354,592,2,76,14,22,80,197,122,35,108,0,5,11,4,133
TCGA-63-A5MS-01,527,284,67,399,26,1153,70,624,62,617,203,280,288,1513,4,844,178,23,2219,558,571,568,836,530,248,750,97,521,235,439,139,746,1591,1598,44,2125,572,266,1199,808,0,308,158,90,40,627,6425,88,72,1600,526,15,243,342,846,803,133,1849,271,355,416,240,7,307,378,207,304,200,327,6,112,381,222,859,258,233,875,66,20,49,2363,130,275,109,1180,151,488,228,309,320,0,188,87,87,750,902,2,30,372,95,1,68,19,40,281,143,241,13,2,2,6,12,15,106
TCGA-63-A5MT-01,1178,1244,273,2593,1124,2786,27,2109,135,842,924,309,300,2141,5,1703,190,928,1683,1050,1814,1014,1325,1761,220,1892,83,1719,564,621,139,904,1110,1407,32,2989,4357,639,1222,574,11,525,198,99,8045,877,1652,182,687,307,842,380,1785,124,49,1443,1187,3628,321,733,18536,1295,5,222,1342,137,146,257,209,0,181,500,234,1189,785,114,844,672,11,3394,1521,609,1273,38,1276,15,6,58,2500,551,0,364,27,211,3620,6476,281,131,908,721,2,132,4,41,1029,581,165,0,98,0,3,92,1,2065
TCGA-63-A5MU-01,2567,2652,1167,2619,1747,6076,37,4456,183,5252,7659,1060,1477,1316,676,5238,235,1947,357,3757,1459,1495,458,4695,551,1142,65,4055,1634,1789,890,118,864,896,3,3922,6496,1582,1237,258,269,129,299,5549,3,117,1506,19985,387,35,275,276,1123,28,43,368,1915,1701,373,646,1291,1721,98,237,411,32,1014,483,11,0,44,100,336,1481,1444,70,128,3,26,137,2219,1614,140,377,51,17,16,0,704,228,0,1669,59,26,88,53,68,70,1690,693,7,16,6,21,557,282,5,33,0,0,1,6,3,1728
TCGA-63-A5MV-01,884,1340,171,1212,1816,4857,10,1606,217,3031,2267,683,3778,2367,14,1733,769,914,4750,2148,1214,1221,1631,2065,966,1112,200,3858,1943,1773,1494,1713,1013,2413,104,3334,4183,1345,1650,1674,0,632,664,48,1,357,2707,1331,114,583,1670,328,1269,438,29,1448,639,3617,970,325,655,874,56,573,1486,216,608,663,12,18,34,1120,340,2461,855,833,3338,3,140,30,6748,637,505,118,222,108,440,10,682,649,80,391,11,135,1825,377,27,142,751,142,40,38,50,385,607,265,30,7,29,108,1,45,166,408
TCGA-63-A5MW-01,2571,3031,926,326,223,7679,694,7782,1895,3197,211,819,714,2120,50,1529,359,29,4748,2131,5231,2111,2672,9044,1012,3073,867,4161,3435,83,257,1089,1548,6209,22,4991,12506,858,1215,2953,3,433,732,137,10,1062,2642,1357,46,320,2082,178,3696,57,2486,3180,471,4005,3509,1544,2233,2633,777,445,940,1371,1950,224,354,0,46,87,1802,2455,364,761,2333,27,168,963,21892,1535,309,1771,3189,18,355,5,1915,910,2,203,50,182,2399,111,118,128,396,70,186,9,29,884,16,37,14,5,8,5,0,102,104,18
TCGA-63-A5MY-01,3818,4300,916,985,3597,10835,24,2007,51,10136,2742,531,3417,902,7430,4760,193,1292,990,4275,7681,1243,771,10101,214,191,24,6577,2927,602,116,78,803,803,9,246,2487,6549,3144,131,2,99,47,3,7,50,2076,5700,494,385,252,94,2031,220,39,570,353,4409,286,211,110,1423,517,52,779,15,353,211,10,48,150,495,190,717,13,50,82,2,9,371,9863,279,14,5436,26,23,4,11,606,230,0,358,11,48,33,8,20,278,210,67,12,11,1,9,1121,13,26,3,0,1,8,32,0,1340
TCGA-66-2727-01,11347,4901,1426,889,1723,22527,21,6703,404,3138,2096,620,1060,3480,1079,9197,238,224,3651,4216,2750,998,1385,4445,183,2995,78,4641,3408,448,438,2126,1200,4140,110,3598,15361,2408,3040,839,5,647,446,52,28,1124,2773,15219,30,3087,1186,75,2422,960,138,659,207,3938,991,1782,148,1164,8,902,982,535,215,701,1598,28,732,1198,182,645,524,708,483,45,14,84,9994,515,878,212,995,372,7,777,642,268,180,643,130,272,918,234,38,8556,196,244,22,397,23,31,648,638,445,3,32,10,14,18,66,140
TCGA-66-2734-01,5073,3598,585,5364,3039,14753,128,4205,252,3002,9247,965,8833,3105,695,7836,723,20341,8987,2618,2469,2153,3013,6185,296,4989,225,7865,4035,1572,905,1603,1324,3705,126,5601,8936,1261,2919,1132,224,959,490,1578,1318,1239,4475,444,415,4556,1528,1292,1798,719,72,1817,3261,7419,1242,2122,1272,1767,0,865,1027,392,1607,3478,776,1,1145,2024,428,7467,445,973,2298,1830,22,491,12654,1104,1594,1139,1421,171,11,583,3683,1533,2,1889,100,381,6078,287,131,69,777,789,436,333,32,21,1087,1489,276,2,32,3,30,28,24,2639
TCGA-66-2737-01,4661,1689,1064,562,1501,9598,212,3821,254,3057,1155,620,2341,3424,2150,6087,566,950,6006,1398,3797,1804,2319,4167,301,2663,168,3634,6633,473,272,3151,1693,4472,78,4392,19235,1246,1411,1731,117,788,1090,889,161,804,2650,5368,162,643,2229,44,1335,418,81,3220,533,4317,823,849,99,2034,0,818,783,330,501,944,537,30,423,424,512,1795,827,731,1226,114,69,241,5366,429,192,135,430,398,75,172,635,738,52,721,235,391,1339,141,47,2293,1147,248,2,123,46,22,315,443,182,29,49,35,4,538,67,178
TCGA-66-2742-01,2883,1738,1013,3015,3078,9445,39,4310,230,1919,3377,867,3832,3339,1507,2087,544,3011,5290,920,2902,1212,1555,2575,242,1516,139,3613,1917,641,494,892,2214,2161,108,6029,10108,1652,2183,1024,2,495,324,54,104,792,2877,1190,50,2508,889,39,1133,444,737,824,261,4629,1041,939,324,933,170,443,680,328,634,1335,484,10,468,765,324,1190,772,1843,1502,1,23,151,6017,844,610,16,733,245,13,282,320,492,220,1295,53,175,1044,51,109,20,2167,207,40,107,26,11,771,488,161,1,9,11,2,636,14,615
TCGA-66-2744-01,6053,2340,579,1622,1192,10099,530,3870,134,925,147,640,300,2741,11,4247,501,1817,11216,1382,3358,1650,4152,3397,538,2316,220,5880,4112,1240,585,2391,2945,3306,296,8644,16751,1193,2714,1713,13,1194,368,3931,924,1700,4171,279,1056,6801,3394,230,1743,1567,330,3224,4522,6954,2084,4059,2383,881,22,1486,1534,352,933,1682,1441,8,446,878,277,6704,614,802,5804,247,114,1257,16810,687,1088,1452,1540,284,147,1748,3636,985,11,1156,259,322,4208,9857,158,44,6150,730,38,427,28,77,778,587,366,120,183,10,0,2852,134,414
TCGA-66-2754-01,10297,4574,3952,7,408,28287,10,5748,378,1242,188,178,19,2347,2,1338,241,69,1298,2760,7530,1021,1138,7793,218,1203,88,6709,3158,10,72,1209,1554,3222,111,1898,3701,833,1278,850,5,298,150,61,1,346,3787,2093,12,646,551,2,7205,1739,87,322,3093,681,1129,585,33,102,1,402,6918,19,395,269,140,2,1724,516,80,77,887,3145,579,12,17,839,3494,1618,113,45,1923,7003,10,156,44,340,10,167,26,99,140,67,13,5694,703,55,6,167,13,37,575,319,304,0,72,47,512,1012,66,816
TCGA-66-2755-01,4639,4097,984,3636,786,15701,33,4217,107,2713,3202,190,922,2509,320,8701,983,41,3383,1851,6318,2471,1281,6830,73,1754,220,5733,5476,108,1478,3386,1383,2727,8,2396,7168,633,3105,1144,6,904,266,678,179,379,1637,2101,103,489,4292,349,2091,79,37,3259,1741,2347,2253,1190,32,482,40,741,669,132,149,2309,14,16,289,738,761,997,23,685,740,5,2,327,6763,439,584,648,264,20,11,3,3064,1350,0,299,29,306,608,2807,8436,76,300,2792,75,58,55,30,40,35,7,53,23,1,0,733,1,135
TCGA-66-2759-01,9042,2486,929,3177,2380,13893,626,4566,336,2334,2223,801,6556,1345,333,6450,324,1507,2657,3065,1974,1118,1708,2995,168,1233,129,5609,7521,326,97,572,979,2154,30,5971,17966,1366,2509,676,142,605,556,136,0,247,1399,18809,929,501,1324,3113,873,445,124,715,1355,2651,366,481,298,546,111,721,652,104,606,1352,63,1,147,369,498,2065,14,944,395,5,13,526,3711,916,2389,468,96,54,116,29,3333,625,0,337,200,140,1706,363,29,87,5383,592,134,28,10,24,50,80,25,0,33,4,1,239,5,190
TCGA-66-2763-01,6021,4529,685,3934,2731,15910,99,8452,163,11490,3280,1574,10584,6471,7,7249,501,40227,3182,890,6818,2091,3475,16419,327,1970,160,9087,5520,1104,883,1117,2016,3050,163,1864,5819,5297,3083,1503,9,1020,604,257,5,1145,5459,290,63,2410,1575,1863,2184,1306,23,809,1795,5183,1112,1509,413,4074,15,1141,1303,248,709,739,1384,24,888,2190,332,2033,4,644,515,2,22,621,9775,424,154,228,1433,424,19,765,1132,586,0,735,250,265,436,318,71,46,6467,534,8,422,92,10,1326,1551,666,69,57,9,22,17,32,5768
TCGA-66-2765-01,8050,2868,1130,7100,4233,12398,60,2425,5,1161,4638,463,9036,1858,421,4336,437,12271,5201,1276,2991,2180,4208,5382,262,3747,105,14689,2731,2013,319,983,935,2356,210,2632,12130,823,3627,673,18,735,256,531,436,1492,2761,315,100,1348,1529,107,1917,608,26,3784,10272,5127,1179,1277,5442,986,1,957,734,311,1414,1852,900,4,704,470,739,12551,520,405,512,30,20,732,9614,453,1725,2928,1144,156,30,434,9462,1815,2,1144,79,301,1716,3081,155,47,314,325,15,571,16,3,547,622,277,8,23,10,193,4400,43,76
TCGA-66-2766-01,7236,5356,1499,723,1277,10868,371,3368,188,2974,2227,588,3479,3391,3826,3682,492,149,1728,7294,3304,1173,977,3306,168,1499,44,4686,3971,1698,358,1265,1263,1772,139,4186,6685,1181,1810,296,85,276,421,18,0,303,3923,13734,84,175,1004,177,1002,851,91,1227,2281,3436,736,216,38,1031,8,725,728,685,708,631,29,2,113,56,172,1191,673,1482,350,43,15,440,2445,257,647,2079,53,115,141,13,4580,281,1273,334,403,145,1706,79,24,785,831,300,17,10,4,18,64,387,16,0,4,0,1,116,2,79
TCGA-66-2767-01,3487,3050,1492,2190,1295,9210,677,3649,414,2598,1524,818,4822,6272,55,12984,522,226,6391,3775,1866,2610,2393,3794,775,2285,307,2471,4782,677,1142,2029,2750,4596,358,6068,3206,2498,4080,1821,43,1778,743,1685,7,1876,4359,695,64,6375,3286,7287,3446,1832,569,1066,1528,2756,1292,2189,17147,2201,201,2065,1418,421,767,1410,1768,41,507,1012,517,2075,9,1328,777,24,65,711,11861,583,476,643,1715,605,28,1614,1468,1107,41,1094,202,411,1416,931,1105,45,16374,364,14,349,61,60,558,652,1021,2,4,19,2,94,57,600
TCGA-66-2768-01,6977,5879,1778,9912,7509,16765,1487,3742,481,1640,5591,931,6315,1510,465,8314,492,18898,6308,4000,3030,1870,4520,5239,2701,2807,89,11881,5126,1587,296,377,1085,1458,57,8415,17902,327,2101,1726,976,907,279,48460,124,308,2900,1506,1400,391,1652,3482,1946,248,10748,3641,11004,3117,4522,3678,565,2232,97,640,530,329,1198,5760,51,0,195,1860,845,9026,42,222,4675,60,67,4823,9975,232,5301,4776,1422,104,387,2,2697,881,0,2056,199,282,3775,33149,7,58,14639,4831,125,46,18,28,125,345,13,132,270,3,0,2265,109,2291
TCGA-66-2770-01,5852,2527,2576,1263,1661,11669,308,4280,102,4295,2765,661,4285,6155,1227,5002,664,2162,4372,3135,2311,1572,2144,3842,217,2897,143,3112,7487,1050,587,1903,1727,5086,159,5343,11573,693,1878,1280,89,710,821,31,7,1616,5256,10993,73,4318,2017,347,2075,772,148,2364,510,2993,895,1143,384,1203,3,1233,957,327,868,1190,772,7,582,934,683,2038,1265,647,1174,24,194,247,9761,1500,252,448,760,308,69,527,1706,669,91,669,652,287,789,399,134,120,2403,397,12,298,24,72,575,672,586,1,26,28,1,30,63,49
TCGA-66-2771-01,5041,2553,1365,2048,523,8385,70,2252,62,1288,1739,627,774,2797,34,5146,258,2571,3418,958,1863,1449,1217,1710,321,1038,101,4634,2733,395,608,857,1713,1410,379,3749,2366,1903,2940,753,516,596,261,388,17,823,1573,205,65,4141,1719,788,366,1795,69,409,1126,1577,1596,1861,624,2246,5,775,911,20,602,1442,1508,11,412,3422,250,522,115,1036,258,10,5,961,6073,214,242,177,1240,158,8,1687,1283,396,6,1335,75,415,240,121,66,40,2132,1948,38,270,15,6,750,1084,623,0,23,1240,79,6,36,3950
TCGA-66-2777-01,3365,2886,672,1768,1257,11284,21,3039,197,3543,3569,860,5810,3394,359,4976,383,7607,5635,2134,2407,2528,1602,4587,616,2306,171,4777,7714,1063,280,3117,1247,3221,167,4961,11077,1723,4094,837,93,1470,346,475,63,1517,3755,2471,887,5118,1677,4241,1524,1330,597,1240,706,2281,1424,2746,953,846,1,1230,1575,202,1453,1725,1621,10,1044,1724,534,2680,478,741,1339,51,12,759,11957,510,62,162,1482,1172,211,963,687,2233,32,1811,280,248,1804,650,161,94,7757,615,27,369,18,52,1905,2197,529,3,46,124,45,1123,51,796
TCGA-66-2780-01,3466,2725,614,8445,5570,5396,612,3475,532,5117,8166,791,6943,1435,175,10491,494,10832,6807,618,2213,2873,4218,7893,287,2187,92,9095,4319,1637,272,502,1657,1869,202,6655,7819,797,1405,954,9,913,490,554,84,880,1846,413,983,310,2090,246,1941,162,821,3725,3675,6077,1057,1469,12617,3259,7,988,586,206,1788,2560,146,7,187,237,772,10003,713,339,1097,12,60,1415,4712,360,1491,3017,450,135,6,45,4052,842,1,1099,26,365,2600,333,24,205,1081,982,59,75,46,23,729,326,27,0,40,10,9,32,21,5536
TCGA-66-2781-01,3180,3833,1450,1480,935,13661,178,3075,197,4713,2664,1014,3744,2497,6350,3749,363,907,19237,3955,6225,1443,2187,5543,286,1768,123,5139,9923,223,75,586,1612,2665,254,6170,8323,3675,2593,832,13,552,407,432,33,830,1334,3377,376,599,1582,829,1441,709,558,2197,562,2896,859,820,1974,4742,4,586,761,28,930,2749,64,27,151,558,294,2685,91,963,1135,1095,33,718,4732,522,727,514,1367,927,220,54,2244,525,25,778,38,241,1909,267,111,1055,3167,499,92,36,40,53,634,666,111,2,4,43,13,16,102,4592
TCGA-66-2782-01,5463,3623,654,5355,3325,11170,570,6632,438,11989,4795,585,3015,1610,364,5996,437,16854,5500,938,4149,1888,2765,11020,453,1141,133,12973,4608,1833,434,748,1952,1941,93,2525,8894,1383,2521,933,2,768,489,2385,8,657,2619,7693,1127,1056,1700,133,2496,245,16,2543,8222,9071,782,2309,24106,2618,0,973,1023,208,796,1131,233,7,337,545,326,3704,26,435,814,237,142,402,3998,731,562,6361,390,50,16,120,2187,863,0,514,56,307,2385,692,809,150,342,380,124,187,11,35,385,349,238,3,30,10,29,28,15,1780
TCGA-66-2783-01,3476,2898,359,1766,2157,14515,110,2327,39,2930,1484,474,6849,672,868,1896,351,1651,2028,1347,1404,858,651,2678,54,802,108,3908,3555,1169,75,1063,1063,2298,43,2578,9585,458,1344,930,5,958,340,15,2,322,1375,12977,19,478,823,70,991,329,150,977,531,4143,546,515,582,1046,1,322,449,139,2396,442,266,0,80,396,109,1248,3,390,473,0,5,106,1873,1119,231,2848,422,205,12,49,1126,137,5,562,99,95,723,161,92,4965,2485,99,44,129,24,5,1029,2731,85,1,2,2,7,24,12,241
TCGA-66-2785-01,2776,1874,384,2218,4636,7473,187,2811,246,4907,13990,247,22113,2689,10286,3580,572,5083,2946,1458,1582,3117,1533,6338,193,761,71,4841,2619,3666,194,5291,2372,2252,42,7988,4109,2399,6404,1757,15,3248,193,92,95852,1612,2262,381,6863,668,2328,27541,3088,3997,44,8238,1701,3732,1075,2716,584,1771,1,9020,201,13,707,2046,23148,6,415,23412,1086,636,3,2676,219,77387,21678,3150,6502,2460,155,41,4829,3048,63541,183,1559,1285,0,463,24,2598,1636,45417,197,44,3100,787,201,4592,1,87,1137,5380,168,14,49,1,564,11509,4221,41552
